entry_id,cluster,state_label,original_text
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
308,7,Observational Acuity (관찰력 및 통찰),"Her story was that within a month of her birth she had developed a bladder infection. That infection had been treated by urologists. She had been cystoscoped, day after day, week after week, month after month, year after year. Finally the pelvis and each kidney were examined with a Lucite lamp inserted through the bladder and up into the pelvis and the kidney. The focus of the infection was found in one kidney so she was operated on and was freed of the infection. But she had been cystoscoped… I hope you all know that word. Do you? Do you know what a cystoscope is? …so many times that her bladder sphincter was so dilated that as soon as she relaxed in sleep she wet the bed. While she could forcibly control her urination in the waking state, it was an all-day job. And as soon as she laughed at something, bodily relaxation would cause her to wet her pants."
309,0,Presupposition & Pacing (전제 및 페이싱),"Now, how would you treat that case?"
310,11,Metaphorical Learning (은유적 학습),"Family therapy. How would you. In fact, how would all of you … and don’t shout all at once."
311,6,Resistance Utilization (저항의 활용),How long would you expect to treat her?
311,6,Resistance Utilization (저항의 활용),How long would you expect to treat her?
313,0,Presupposition & Pacing (전제 및 페이싱),And what would you tell her?
314,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),What do you think she has been doing for the last four years?
314,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),What do you think she has been doing for the last four years?
315,0,Presupposition & Pacing (전제 및 페이싱),How would you do that?
316,0,Presupposition & Pacing (전제 및 페이싱),How long would you anticipate treating her?
316,0,Presupposition & Pacing (전제 및 페이싱),How long would you anticipate treating her?
317,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),Don’t you think being called a bedwetter for 11 years would motivate her enough?
317,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),Don’t you think being called a bedwetter for 11 years would motivate her enough?
318,0,Presupposition & Pacing (전제 및 페이싱),How long would it take you?
319,6,Resistance Utilization (저항의 활용),Don’t you think that she has been trying to exercise those muscles in 11 years?
319,6,Resistance Utilization (저항의 활용),Don’t you think that she has been trying to exercise those muscles in 11 years?
319,6,Resistance Utilization (저항의 활용),Don’t you think that she has been trying to exercise those muscles in 11 years?
320,6,Resistance Utilization (저항의 활용),How would you explain to her how to do it?
320,6,Resistance Utilization (저항의 활용),How would you explain to her how to do it?
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
321,6,Resistance Utilization (저항의 활용),"All right. Now all of you know the answer, but you don’t know that you know the answer. I told her, “I’m like all other doctors. I can’t help you either. But there is something that you know, but you don’t know that you know it. As soon as you find out what it is that you already know, but don’t know you know, you can begin having dry beds.” Now what did she already know, but didn’t know she knew?"
322,1,Strategic Orientation & Ordeal (전략적 오리엔테이션 및 오딜),By “most of the time” you mean she could hold it some of the time but not all of the time. That isn’t very helpful knowing that you can’t hold it some of the time.
322,1,Strategic Orientation & Ordeal (전략적 오리엔테이션 및 오딜),By “most of the time” you mean she could hold it some of the time but not all of the time. That isn’t very helpful knowing that you can’t hold it some of the time.
322,1,Strategic Orientation & Ordeal (전략적 오리엔테이션 및 오딜),By “most of the time” you mean she could hold it some of the time but not all of the time. That isn’t very helpful knowing that you can’t hold it some of the time.
323,1,Strategic Orientation & Ordeal (전략적 오리엔테이션 및 오딜),"Look at the paperweight on my desk, not to move, not to talk, “Just keep your eyes open and look at the paperweight.”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
324,3,Induction & Reframing (유도 및 재구조화),"Now keep looking at that paperweight, so don’t move, don’t talk, your heart rate is changed, your respiration is changed, your blood pressure is changed, your motor tone and muscle tone are changed, and your reflexes have changed. Now that is not an important thing — I’m just telling you that. “And now, I am going to ask you a very simple question and I want a very simple answer. Suppose you were in the bathroom, sitting down and urinating and a strange man pokes his head in the doorway. What would you do?”"
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
325,6,Resistance Utilization (저항의 활용),"That’s right, you would freeze and stop urinating. And as soon as that strange man went away you could start all over again. Now all you need to do is practice starting and stopping, starting and stopping. You don’t need a strange man to look at you. You can start and stop all by yourself. Some days you will forget to practice. That’s all right. Your body will be good to you, and always give you more opportunities to practice. And some days you may forget to practice. That’s all right. Your body will be good to you."
326,3,Induction & Reframing (유도 및 재구조화),"Now, it would surprise me very much if you had a permanent dry bed within three months. It also would surprise me very much if you didn’t have a permanent dry bed in six months."
326,3,Induction & Reframing (유도 및 재구조화),"Now, it would surprise me very much if you had a permanent dry bed within three months. It also would surprise me very much if you didn’t have a permanent dry bed in six months."
326,3,Induction & Reframing (유도 및 재구조화),"Now, it would surprise me very much if you had a permanent dry bed within three months. It also would surprise me very much if you didn’t have a permanent dry bed in six months."
326,3,Induction & Reframing (유도 및 재구조화),"Now, it would surprise me very much if you had a permanent dry bed within three months. It also would surprise me very much if you didn’t have a permanent dry bed in six months."
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
327,3,Induction & Reframing (유도 및 재구조화),That we must continue until we are finished. That isn’t true. We can always interrupt ourselves given the proper stimulus. And all of you know what happens when you are sitting on the toilet urinating and a strange man or woman looks in on you. You stop.
328,4,Unconscious Validation (무의식적 검증),Why should I bother to see her a second time? Would there be any purpose for seeing her again?
328,4,Unconscious Validation (무의식적 검증),Why should I bother to see her a second time? Would there be any purpose for seeing her again?
328,4,Unconscious Validation (무의식적 검증),Why should I bother to see her a second time? Would there be any purpose for seeing her again?
329,0,Presupposition & Pacing (전제 및 페이싱),Why are you hiding back there?
330,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),"I can pick up at any point, so come in and find a seat."
330,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),"I can pick up at any point, so come in and find a seat."
331,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),Can’t that seat be shoved over. You can put another chair right here. Hand her a chair.
331,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),Can’t that seat be shoved over. You can put another chair right here. Hand her a chair.
331,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),Can’t that seat be shoved over. You can put another chair right here. Hand her a chair.
332,8,Yes-Set & Permissive Suggestion (예스 세트 및 허용적 암시),You don’t need to cross your legs.
332,8,Yes-Set & Permissive Suggestion (예스 세트 및 허용적 암시),You don’t need to cross your legs.
333,11,Metaphorical Learning (은유적 학습),"Our foreign visitors may not know, “A dillar, a dollar, a ten o’clock scholar,” but you know that rhyme, don’t you?"
333,11,Metaphorical Learning (은유적 학습),"Our foreign visitors may not know, “A dillar, a dollar, a ten o’clock scholar,” but you know that rhyme, don’t you?"
333,11,Metaphorical Learning (은유적 학습),"Our foreign visitors may not know, “A dillar, a dollar, a ten o’clock scholar,” but you know that rhyme, don’t you?"
334,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),"You never learned about a dillar, a dollar, a ten o’clock scholar?"
335,6,Resistance Utilization (저항의 활용),"Frankly, I don’t either. Are you feeling comfortable?"
335,6,Resistance Utilization (저항의 활용),"Frankly, I don’t either. Are you feeling comfortable?"
336,0,Presupposition & Pacing (전제 및 페이싱),And I never met you before.
337,0,Presupposition & Pacing (전제 및 페이싱),Did you go into a trance?
338,0,Presupposition & Pacing (전제 및 페이싱),You don’t know?
342,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),Sometimes. Is this belief of yours that you went into a trance a reality or a belief?
343,10,Post-Hypnotic Reframing (사후 최면 및 재구조화),"That’s another question. My question is, is your belief a belief or a reality?"
345,4,Unconscious Validation (무의식적 검증),"You mean it’s both a belief which could be a reality, or an unreality? And it’s also a reality? Now which is it?"
345,4,Unconscious Validation (무의식적 검증),"You mean it’s both a belief which could be a reality, or an unreality? And it’s also a reality? Now which is it?"
345,4,Unconscious Validation (무의식적 검증),"You mean it’s both a belief which could be a reality, or an unreality? And it’s also a reality? Now which is it?"
346,0,Presupposition & Pacing (전제 및 페이싱),"Well, why did you take so long to tell me that."
346,0,Presupposition & Pacing (전제 및 페이싱),"Well, why did you take so long to tell me that."
347,0,Presupposition & Pacing (전제 및 페이싱),Are you feeling comfortable?
348,0,Presupposition & Pacing (전제 및 페이싱),You are not feeling self-conscious?
351,0,Presupposition & Pacing (전제 및 페이싱),You don’t like what I’m doing to you right now?
351,0,Presupposition & Pacing (전제 및 페이싱),You don’t like what I’m doing to you right now?
352,0,Presupposition & Pacing (전제 및 페이싱),And you wish the hell I’d stop.
352,0,Presupposition & Pacing (전제 및 페이싱),And you wish the hell I’d stop.
354,3,Induction & Reframing (유도 및 재구조화),"Now let’s lay to rest another firm belief, that in doing psychotherapy you should make your patients feel at ease and comfortable. I have done my best to make her feel ill at ease, conspicuous and embarrassed and that’s hardly a way to begin a good therapeutic relationship, is it?"
354,3,Induction & Reframing (유도 및 재구조화),"Now let’s lay to rest another firm belief, that in doing psychotherapy you should make your patients feel at ease and comfortable. I have done my best to make her feel ill at ease, conspicuous and embarrassed and that’s hardly a way to begin a good therapeutic relationship, is it?"
354,3,Induction & Reframing (유도 및 재구조화),"Now let’s lay to rest another firm belief, that in doing psychotherapy you should make your patients feel at ease and comfortable. I have done my best to make her feel ill at ease, conspicuous and embarrassed and that’s hardly a way to begin a good therapeutic relationship, is it?"
