Current,Next,Count,Total_Out,Probability
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_IDEOMOTOR_YES_SET,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_INTERNAL_FOCUS,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_INTERNAL_SEARCH,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_INTERROGATIVE_UTILIZATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_INTERSPERSAL_COMMAND,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_LITERALISM,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_METAPHOR_PROPORTIONAL,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_METAPHOR_UNIVERSALITY,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_MINIMAL_ENCOURAGER,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_MULTILEVEL_COMMUNICATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_NEGATIVE_SUGGESTION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_NEGATIVE_SUGGESTION_CHALLENGE,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_OBSERVATION_CHALLENGE,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PACING_AND_UTILIZATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PACING_AND_VALIDATION,3,66,0.045454545454545456
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PACING_UTILIZATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PATTERN_INTERRUPT,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PERMISSIVE_INDUCTION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PERMISSIVE_SUGGESTION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_POSTHYPNOTIC_UTILIZATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_POST_HYPNOTIC_AMNESIA,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_PROJECTION_INQUIRY,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_RATIFICATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_REFRAME_AMBIGUITY,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_REFRAMING_UNCONSCIOUS_AUTONOMY,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_REFRAMING_VALIDATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_SCIENTIFIC_TRUISM,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_SEGMENTALIZATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_STRATEGIC_INTERVENTION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_SUBJECTIVE_REALITY,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_TAG_QUESTION_AMNESIA,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_TIME_DISTORTION_ANCHORING,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_TRUISM,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_TRUISM_DISSOCIATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_TRUISM_PACING,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_TRUISM_REFRAME,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UNCONSCIOUS_ASSOCIATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UNCONSCIOUS_SUPERIORITY,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UNCONSCIOUS_TRUST_AND_INDUCTION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UTILIZATION_INDIVIDUALIZATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UTILIZATION_PARADOX,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UTILIZATION_PRESUPPOSITION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_UTILIZATION_VALIDATION,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,ERICKSON_YES_SET_PACING,1,66,0.015151515151515152
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISTINCTION,ERICKSON_CONSCIOUS_BYPASS,1,4,0.25
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISTINCTION,ERICKSON_PRESUPPOSITIONAL_INQUIRY,1,4,0.25
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISTINCTION,ERICKSON_PRESUPPOSITION_DISSOCIATION,1,4,0.25
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISTINCTION,ERICKSON_TRUISM_EVOCATION,1,4,0.25
ERICKSON_CONSPIRATORIAL_RAPPORT,ERICKSON_METAPHOR_UTILIZATION,1,1,1.0
ERICKSON_CONSTRUCTED_REALITY,ERICKSON_REFRAMING,1,1,1.0
ERICKSON_CONTEXTUAL_ANCHORING,ERICKSON_UTILIZATION_INQUIRY,1,1,1.0
ERICKSON_CONTINGENT_DOUBLE_BIND,ERICKSON_NEGATIVE_SUGGESTION_AND_IDEOMOTOR_COMPETITION,1,1,1.0
ERICKSON_CONTINGENT_NEGATION,ERICKSON_CONTINGENT_NEGATIVE,1,1,1.0
ERICKSON_CONTINGENT_NEGATIVE,ERICKSON_CONTINGENT_NEGATION,1,4,0.25
ERICKSON_CONTINGENT_NEGATIVE,ERICKSON_CONTINGENT_NEGATIVE,2,4,0.5
ERICKSON_CONTINGENT_NEGATIVE,ERICKSON_SHOCK_SEARCH,1,4,0.25
ERICKSON_CONTINGENT_SUGGESTION,ERICKSON_CATALEPSY_UTILIZATION,1,10,0.1
ERICKSON_CONTINGENT_SUGGESTION,ERICKSON_CONTINGENT_SUGGESTION,5,10,0.5
ERICKSON_CONTINGENT_SUGGESTION,ERICKSON_OPPONENT_PROCESS,1,10,0.1
ERICKSON_CONTINGENT_SUGGESTION,ERICKSON_POST_HYPNOTIC_BIND,1,10,0.1
ERICKSON_CONTINGENT_SUGGESTION,ERICKSON_REPETITION_ANCHORING,1,10,0.1
ERICKSON_CONTINGENT_SUGGESTION,ERICKSON_UTILIZATION_IDEOMOTOR,1,10,0.1
ERICKSON_CONTRADICTION_REVERSE_SET,ERICKSON_DIRECT_TRANSITION,1,1,1.0
ERICKSON_CONTRASTIVE_ANALYSIS,ERICKSON_YES_SET_PACING,1,1,1.0
ERICKSON_CONTRAST_ANALOGY,ERICKSON_ISOMORPHIC_UTILIZATION,1,2,0.5
ERICKSON_CONTRAST_ANALOGY,ERICKSON_PACING_AND_LEADING,1,2,0.5
ERICKSON_CONTRAST_ANALYSIS,ERICKSON_REFRAMING_DYNAMICS,1,1,1.0
ERICKSON_CONTRAST_UTILIZATION,ERICKSON_STRATEGIC_CHALLENGE,1,1,1.0
ERICKSON_COUNTDOWN_DEEPENING,ERICKSON_STRATEGIC_COUNTDOWN,1,1,1.0
ERICKSON_COUNTDOWN_INDUCTION,ERICKSON_PACING_AND_LEADING,1,1,1.0
ERICKSON_COUNTER_DOUBLE_BIND,ERICKSON_DOUBLE_BIND_SELF_INTEREST,1,1,1.0
ERICKSON_COVERING_ALL_POSSIBILITIES,ERICKSON_DIRECT_VALIDATION,1,2,0.5
ERICKSON_COVERING_ALL_POSSIBILITIES,ERICKSON_UTILIZATION_ALL_POSSIBILITIES,1,2,0.5
ERICKSON_COVERING_POSSIBILITIES,ERICKSON_ILLUSION_OF_CHOICE,1,2,0.5
ERICKSON_COVERING_POSSIBILITIES,ERICKSON_PARADOXICAL_REFRAME,1,2,0.5
ERICKSON_CREATIVE_PROJECTION,ERICKSON_TRUISM_COMMAND,1,1,1.0
ERICKSON_CREDENTIALING,ERICKSON_REDIRECTION_TO_PROCESS,1,1,1.0
ERICKSON_CRITIQUE_SPECIFICITY,ERICKSON_INDIVIDUALIZATION,1,1,1.0
ERICKSON_CULTURAL_ANALOGY_UTILIZATION,ERICKSON_TRUISM_REFRAME,1,1,1.0
ERICKSON_CULTURAL_METAPHOR,ERICKSON_BALANCING_WRONGS,1,1,1.0
ERICKSON_CULTURAL_REFRAME_UTILIZATION,ERICKSON_REFRAMING_AND_PACING,1,1,1.0
ERICKSON_CURIOSITY_INDUCTION,ERICKSON_COGNITIVE_DISSONANCE_FUTURE_PACING,1,1,1.0
ERICKSON_CURIOSITY_INQUIRY,ERICKSON_PRESUPPOSITION_INQUIRY,1,1,1.0
ERICKSON_DECONSTRUCTION_OF_AUTHORITY,ERICKSON_NEGATIVE_CONSTRAINTS,1,1,1.0
ERICKSON_DEEP_TRANCE_VALIDATION,ERICKSON_TRANSDERIVATIONAL_SEARCH,1,1,1.0
ERICKSON_DEFINITION_REFRAMING,ERICKSON_NATURALISTIC_TRUISM,1,1,1.0
ERICKSON_DEFINITION_TRUISM,ERICKSON_DEFINITION_REFRAMING,1,1,1.0
ERICKSON_DEFINITION_UTILIZATION,ERICKSON_REFRAMING,1,2,0.5
ERICKSON_DEFINITION_UTILIZATION,ERICKSON_REFRAMING_MINIMIZATION,1,2,0.5
ERICKSON_DEMONSTRATION_CONTRAST,ERICKSON_OBSERVATION_UTILIZATION,1,1,1.0
ERICKSON_DEMONSTRATION_NARRATIVE,ERICKSON_AUTONOMY_DEFINITION,1,1,1.0
ERICKSON_DEMONSTRATION_UTILIZATION,ERICKSON_UTILIZATION_INQUIRY,1,1,1.0
ERICKSON_DEMYSTIFICATION,ERICKSON_META_EXPLANATION,1,1,1.0
ERICKSON_DENOMINALIZATION,ERICKSON_AMBIGUOUS_INTERROGATIVE,1,1,1.0
ERICKSON_DEPATTERNING,ERICKSON_TRUISM_NORMALIZATION,1,1,1.0
ERICKSON_DEPOTENTIATION,ERICKSON_AUTHORITATIVE_PRESUPPOSITION,1,3,0.3333333333333333
ERICKSON_DEPOTENTIATION,ERICKSON_IMPLICATION_ANALYSIS,1,3,0.3333333333333333
ERICKSON_DEPOTENTIATION,ERICKSON_UTILIZATION_PRESUPPOSITION,1,3,0.3333333333333333
ERICKSON_DEPOTENTIATION_EXPLANATION,ERICKSON_UNCONSCIOUS_INEVITABILITY,1,1,1.0
ERICKSON_DEPOTENTIATION_TECHNIQUE,ERICKSON_PACING_AND_VALIDATION,1,1,1.0
ERICKSON_DETACHED_AUTHORITY,ERICKSON_PARADOXICAL_UTILIZATION,1,1,1.0
ERICKSON_DETACHED_OBSERVER,ERICKSON_TIME_DISTORTION_IDENTITY_INTEGRATION,1,1,1.0
ERICKSON_DETACHMENT_STRATEGY,ERICKSON_DISSOCIATIVE_INDUCTION,1,1,1.0
ERICKSON_DEVELOPMENTAL_METAPHOR,ERICKSON_META_EXPLANATION,1,4,0.25
ERICKSON_DEVELOPMENTAL_METAPHOR,ERICKSON_SEMANTIC_AMBIGUITY,1,4,0.25
ERICKSON_DEVELOPMENTAL_METAPHOR,ERICKSON_UTILIZATION,2,4,0.5
ERICKSON_DEVELOPMENTAL_RECONSTRUCTION,ERICKSON_OPEN_ENDED_UTILIZATION,1,1,1.0
ERICKSON_DEVELOPMENTAL_STAGING,ERICKSON_REFRAMING_ABSURDITY,1,1,1.0
ERICKSON_DE_MYSTIFICATION_AND_PACING,ERICKSON_UTILIZATION_CASE_STUDY,1,1,1.0
ERICKSON_DIAGNOSTIC_HEURISTIC,ERICKSON_UTILIZATION_REFRAMING,1,1,1.0
ERICKSON_DIALECTICAL_INTEGRATION,ERICKSON_POSTHYPNOTIC_SUGGESTION,1,1,1.0
ERICKSON_DIFFERENTIATION_IGNORANCE,ERICKSON_ANALOGY_UTILIZATION,1,1,1.0
ERICKSON_DIFFERENTIATION_REFRAME,ERICKSON_INDIRECT_SUGGESTION_COINCIDENCE,1,1,1.0
ERICKSON_DIRECTED_INQUIRY,ERICKSON_DIRECT_ELICITATION,1,1,1.0
ERICKSON_DIRECTING_ATTENTION,ERICKSON_DISSOCIATIVE_INQUIRY,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_EPISTEMOLOGICAL_UNCERTAINTY,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_FRACTIONATION_RELAXATION,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_LINGUISTIC_AMBIGUITY,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_PRESUPPOSITION,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_TRUISM_PACING,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_UTILIZATION_AND_CHALLENGE,1,8,0.125
ERICKSON_DIRECTING_ATTENTION,ERICKSON_UTILIZATION_LABELING,1,8,0.125
ERICKSON_DIRECTIVE,ERICKSON_OBSERVATIONAL_JUXTAPOSITION,1,2,0.5
ERICKSON_DIRECTIVE,ERICKSON_REFRAMING_AUTONOMY,1,2,0.5
ERICKSON_DIRECTIVE_ACTION,ERICKSON_BEHAVIORAL_PRESCRIPTION,1,1,1.0
ERICKSON_DIRECTIVE_AND_EMPOWERMENT,ERICKSON_COMPLIANCE_SET_AND_SATURATION,1,1,1.0
ERICKSON_DIRECTIVE_ARRANGEMENT,ERICKSON_PERMISSIVE_SUGGESTION,1,1,1.0
ERICKSON_DIRECTIVE_ATTENTION,ERICKSON_PRESUPPOSITION,1,1,1.0
ERICKSON_DIRECTIVE_AUTHORITY,ERICKSON_ORDEAL_STRATEGY,1,1,1.0
ERICKSON_DIRECTIVE_BEHAVIORAL_ACTIVATION,ERICKSON_DIRECT_PRESCRIPTION,1,1,1.0
ERICKSON_DIRECTIVE_CHALLENGE,ERICKSON_FUTURE_PACING,1,1,1.0
ERICKSON_DIRECTIVE_CLOSURE,ERICKSON_UNCONSCIOUS_UTILIZATION,1,1,1.0
ERICKSON_DIRECTIVE_COMPLIANCE,ERICKSON_DIRECT_COMMAND_COMPLIANCE,1,1,1.0
ERICKSON_DIRECTIVE_CONFUSION,ERICKSON_PACING_TRANSITION,1,1,1.0
ERICKSON_DIRECTIVE_ENGAGEMENT,ERICKSON_PACING_LEAD,1,1,1.0
ERICKSON_DIRECTIVE_EXPECTATION,ERICKSON_TRUISM_AND_MULTIPLE_CHOICE,1,1,1.0
ERICKSON_DIRECTIVE_FOCUS,ERICKSON_REFRAMING_ANECDOTE,1,1,1.0
ERICKSON_DIRECTIVE_FRAMING,ERICKSON_TRUISM_AND_PERMISSIVENESS,1,1,1.0
ERICKSON_DIRECTIVE_INDUCTION,ERICKSON_ANCHOR_UTILIZATION,1,1,1.0
ERICKSON_DIRECTIVE_OBLIGATION,ERICKSON_REFRAMING_THROUGH_METAPHOR,1,1,1.0
ERICKSON_DIRECTIVE_ORDEAL,ERICKSON_DIRECT_TASKING,1,1,1.0
ERICKSON_DIRECTIVE_PACING,ERICKSON_AMNESIA_TEST,1,1,1.0
ERICKSON_DIRECTIVE_PERMISSIVE,ERICKSON_LINGUISTIC_REFRAME,1,1,1.0
ERICKSON_DIRECTIVE_REFRAMING,ERICKSON_DIRECT_COMMAND_FOR_OBSERVATION,1,2,0.5
ERICKSON_DIRECTIVE_REFRAMING,ERICKSON_TRUISM_REDUCTIO,1,2,0.5
ERICKSON_DIRECTIVE_SEPARATION,ERICKSON_AUTONOMY_SHIFT,1,1,1.0
ERICKSON_DIRECTIVE_TASKING,ERICKSON_EXPERIENTIAL_LEARNING,1,4,0.25
ERICKSON_DIRECTIVE_TASKING,ERICKSON_PRESUPPOSITION_RAPPORT,1,4,0.25
ERICKSON_DIRECTIVE_TASKING,ERICKSON_SOCIAL_PROOF_VALIDATION,1,4,0.25
ERICKSON_DIRECTIVE_TASKING,ERICKSON_THERAPEUTIC_BIND,1,4,0.25
ERICKSON_DIRECTIVE_TRUISM,ERICKSON_REFRAMING_AND_LOGICAL_LINKING,1,1,1.0
ERICKSON_DIRECTIVE_UTILIZATION,ERICKSON_DIRECTIVE_BEHAVIORAL_ACTIVATION,1,2,0.5
ERICKSON_DIRECTIVE_UTILIZATION,ERICKSON_UTILIZATION_TRANSITION,1,2,0.5
ERICKSON_DIRECT_AFFIRMATION,ERICKSON_DISSOCIATION_OBSERVATION,1,3,0.3333333333333333
ERICKSON_DIRECT_AFFIRMATION,ERICKSON_STRATEGIC_REDIRECTION,1,3,0.3333333333333333
ERICKSON_DIRECT_AFFIRMATION,ERICKSON_UTILIZATION_AGENCY,1,3,0.3333333333333333
ERICKSON_DIRECT_AMNESIA,ERICKSON_DOUBLE_BIND_TRUISM,1,1,1.0
ERICKSON_DIRECT_ASSERTION,ERICKSON_TIME_DISTORTION_INQUIRY,1,1,1.0
ERICKSON_DIRECT_ATTENTION,ERICKSON_DIRECT_INSTRUCTION,1,5,0.2
ERICKSON_DIRECT_ATTENTION,ERICKSON_INDIRECT_DIRECTIVE,1,5,0.2
ERICKSON_DIRECT_ATTENTION,ERICKSON_LINGUISTIC_PRESUPPOSITION,1,5,0.2
ERICKSON_DIRECT_ATTENTION,ERICKSON_PRESUPPOSITION_QUESTION,1,5,0.2
ERICKSON_DIRECT_ATTENTION,ERICKSON_UTILIZATION_COMMITMENT,1,5,0.2
ERICKSON_DIRECT_AUTHORITARIAN_COMMAND,ERICKSON_TEMPORAL_MARKER,1,1,1.0
ERICKSON_DIRECT_AUTHORITY,ERICKSON_DIRECT_COMMAND_WITH_ACCEPTANCE,1,4,0.25
ERICKSON_DIRECT_AUTHORITY,ERICKSON_PRESUPPOSITION_UNCONSCIOUS,1,4,0.25
ERICKSON_DIRECT_AUTHORITY,ERICKSON_REASSURANCE_AND_REDIRECTION,1,4,0.25
ERICKSON_DIRECT_AUTHORITY,ERICKSON_UTILIZATION_REFRAMING,1,4,0.25
ERICKSON_DIRECT_AUTHORITY_ANESTHESIA,ERICKSON_UNCONSCIOUS_WISDOM_AND_UTILIZATION,1,1,1.0
ERICKSON_DIRECT_AUTONOMY,ERICKSON_TRUISM,1,1,1.0
ERICKSON_DIRECT_CHALLENGE,ERICKSON_ANESTHESIA_TRANSFER,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_DIRECTIVE_TASKING,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_DIRECT_PACING,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_INDIRECT_SUGGESTION_POSSIBILITY,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_OBSERVATION_UTILIZATION,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_PACING_INTERNAL_STATE,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_PERMISSIVE_COMMAND,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_PRESUPPOSITION_CHALLENGE,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_PRESUPPOSITION_DISSOCIATION,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_PRESUPPOSITION_SHOCK,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_PSYCHOLOGICAL_UTILIZATION_ANALYSIS,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_TEMPORAL_PROCESS,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE,ERICKSON_YES_SET_PACING,1,13,0.07692307692307693
ERICKSON_DIRECT_CHALLENGE_AND_REFRAMING,ERICKSON_SAFE_INTERNAL_SEARCH,1,1,1.0
ERICKSON_DIRECT_CHALLENGE_DOUBLE_BIND,ERICKSON_NEGATIVE_PRESUPPOSITION,1,1,1.0
ERICKSON_DIRECT_CHALLENGE_PRESUPPOSITION,ERICKSON_DIRECT_SUGGESTION_WITH_TAG,1,1,1.0
ERICKSON_DIRECT_CHALLENGE_TRANCE,ERICKSON_PACING_LEADING,1,2,0.5
ERICKSON_DIRECT_CHALLENGE_TRANCE,ERICKSON_UTILIZATION_OF_IGNORANCE,1,2,0.5
ERICKSON_DIRECT_CLARIFICATION,ERICKSON_NORMALIZATION_REFRAME,1,2,0.5
ERICKSON_DIRECT_CLARIFICATION,ERICKSON_UTILIZATION_AUTONOMY,1,2,0.5
ERICKSON_DIRECT_COMMAND,ERICKSON_AFFIRMATION_TRUISM,1,5,0.2
ERICKSON_DIRECT_COMMAND,ERICKSON_COMFORT_PACING,1,5,0.2
ERICKSON_DIRECT_COMMAND,ERICKSON_SEQUENTIAL_COMPLIANCE,1,5,0.2
ERICKSON_DIRECT_COMMAND,ERICKSON_TRUISM_ANCHOR,1,5,0.2
ERICKSON_DIRECT_COMMAND,ERICKSON_TRUISM_PRESUPPOSITION,1,5,0.2
ERICKSON_DIRECT_COMMAND_COMPLIANCE,ERICKSON_DIRECT_COMMAND,1,1,1.0
ERICKSON_DIRECT_COMMAND_CRITIQUE,ERICKSON_NOT_KNOWING,1,1,1.0
ERICKSON_DIRECT_COMMAND_DEEPENING,ERICKSON_AMBIGUOUS_TOUCH,1,1,1.0
ERICKSON_DIRECT_COMMAND_FOR_OBSERVATION,ERICKSON_METAPHOR_FUTURE_PACING,1,1,1.0
ERICKSON_DIRECT_COMMAND_REPETITION,ERICKSON_MUTUAL_DEINDUCTION,1,1,1.0
ERICKSON_DIRECT_COMMAND_SEQUENCE,ERICKSON_AMBIGUITY_CHALLENGE,1,1,1.0
ERICKSON_DIRECT_COMMAND_SPECIFICITY,ERICKSON_EXTERNALIZATION_METAPHOR,1,1,1.0
ERICKSON_DIRECT_COMMAND_TRUISM,ERICKSON_DIRECT_SUGGESTION,1,1,1.0
ERICKSON_DIRECT_COMMAND_UTILIZATION,ERICKSON_DIRECTIVE_UTILIZATION,1,1,1.0
ERICKSON_DIRECT_COMMAND_WITH_ACCEPTANCE,ERICKSON_SHOCK_AND_INTERRUPT,1,1,1.0
ERICKSON_DIRECT_COMPLIANCE,ERICKSON_UTILIZATION_SENSORY,1,1,1.0
ERICKSON_DIRECT_CONFIRMATION,ERICKSON_DISSOCIATION,1,1,1.0
ERICKSON_DIRECT_CONFRONTATION,ERICKSON_LOGICAL_REFRAMING,1,4,0.25
ERICKSON_DIRECT_CONFRONTATION,ERICKSON_META_TEACHING_ASSOCIATION,1,4,0.25
ERICKSON_DIRECT_CONFRONTATION,ERICKSON_REFRAMING_AND_POST_HYPNOTIC_SUGGESTION,1,4,0.25
ERICKSON_DIRECT_CONFRONTATION,ERICKSON_UTILIZATION_VALIDATION,1,4,0.25
ERICKSON_DIRECT_CONFRONTATION_ACCOUNTABILITY,ERICKSON_CREATIVE_PROJECTION,1,1,1.0
ERICKSON_DIRECT_CONFRONTATION_INQUIRY,ERICKSON_PARADOXICAL_PUNISHMENT,1,1,1.0
ERICKSON_DIRECT_CONFRONTATION_PRESUPPOSITION,ERICKSON_DIRECT_INQUIRY_UTILIZATION,1,1,1.0
ERICKSON_DIRECT_CONFRONTATION_SHOCK,ERICKSON_PERSPECTIVE_SHIFT,1,1,1.0
ERICKSON_DIRECT_COOPERATION,ERICKSON_REFRAMING_PARADOX,1,1,1.0
ERICKSON_DIRECT_DEEPENING,ERICKSON_DISSOCIATION_SUGGESTION,1,2,0.5
ERICKSON_DIRECT_DEEPENING,ERICKSON_DISSOCIATIVE_SUGGESTION,1,2,0.5
ERICKSON_DIRECT_DEFINITION,ERICKSON_REFRAMING_METAPHOR,1,1,1.0
ERICKSON_DIRECT_DIRECTIVE,ERICKSON_PATTERN_INTERRUPTION_AND_UTILIZATION,1,1,1.0
ERICKSON_DIRECT_ELICITATION,ERICKSON_DOUBLE_BIND,1,7,0.14285714285714285
ERICKSON_DIRECT_ELICITATION,ERICKSON_MINIMALISM_AMBIGUITY,1,7,0.14285714285714285
ERICKSON_DIRECT_ELICITATION,ERICKSON_MINIMAL_ENCOURAGER,2,7,0.2857142857142857
ERICKSON_DIRECT_ELICITATION,ERICKSON_MINIMIZATION_INTERRUPT,1,7,0.14285714285714285
ERICKSON_DIRECT_ELICITATION,ERICKSON_PACING_TRUISM,2,7,0.2857142857142857
ERICKSON_DIRECT_EMPHASIS,ERICKSON_INDIRECT_VALIDATION,1,1,1.0
ERICKSON_DIRECT_EMPOWERMENT,ERICKSON_TRUISM_REFRAME,1,1,1.0
ERICKSON_DIRECT_EXPECTANCY,ERICKSON_SYMBOLIC_METAPHOR,1,1,1.0
ERICKSON_DIRECT_EXPERIENCE,ERICKSON_METAPHORICAL_REFRAMING,1,2,0.5
ERICKSON_DIRECT_EXPERIENCE,ERICKSON_MINIMAL_ENCOURAGER,1,2,0.5
ERICKSON_DIRECT_FACILITATION,ERICKSON_TRUISM,1,1,1.0
ERICKSON_DIRECT_FOCUS,ERICKSON_ANALOGY_TRUISM,1,3,0.3333333333333333
ERICKSON_DIRECT_FOCUS,ERICKSON_CATALEPSY_UTILIZATION,1,3,0.3333333333333333
ERICKSON_DIRECT_FOCUS,ERICKSON_DIRECT_AUTHORITY,1,3,0.3333333333333333
ERICKSON_DIRECT_FRAME,ERICKSON_DOUBLE_BIND_DISTRACTION,1,1,1.0
ERICKSON_DIRECT_INDIRECT_TRANSITION,ERICKSON_DIRECT_INQUIRY,1,2,0.5
ERICKSON_DIRECT_INDIRECT_TRANSITION,ERICKSON_UTILIZATION_BYPASS,1,2,0.5
ERICKSON_DIRECT_INDUCTION,ERICKSON_DIRECT_SUGGESTION_AUTHORITY,1,4,0.25
ERICKSON_DIRECT_INDUCTION,ERICKSON_INTERROGATIVE_UTILIZATION,1,4,0.25
ERICKSON_DIRECT_INDUCTION,ERICKSON_NEGATIVE_HALLUCINATION,1,4,0.25
