script_id,turn_no,content,pattern_id,pattern_label
A Teaching Seminar with Milton H Erickson,1067,"And you have been hoping that I would continue to live for some years, now, haven’t you?",ERICKSON_TRUISM_TAG_QUESTION,Truism
A Teaching Seminar with Milton H Erickson,1068,Why in hell don’t you crochet an afghan and hope to hell you get it done before you croak.,ERICKSON_SHOCK_REFRAMING,Reframing
A Teaching Seminar with Milton H Erickson,1069,"Because we all start dying when we are born. Some of us are faster than others. Why not live and enjoy, because you can wake up dead. You won’t know about it. But somebody else will worry then. Until that time — enjoy life.",ERICKSON_REFRAMING_TRUISM,Reframing
A Teaching Seminar with Milton H Erickson,1070,Do you know a good recipe for longevity?,ERICKSON_INTERNAL_SEARCH_INQUIRY,Other
A Teaching Seminar with Milton H Erickson,1071,Always be sure to get up in the morning. And you can insure that by drinking a lot of water before you go to bed.,ERICKSON_HUMOROUS_PRAGMATISM,Other
A Teaching Seminar with Milton H Erickson,1072,It is absolutely guaranteed. What time is it?,ERICKSON_PATTERN_INTERRUPT,Confusion
A Teaching Seminar with Milton H Erickson,1073,"I’ll give you another case history. I will have to tell you some extra background information. In medical school, one of my classmates was rather shy and retiring — a good student, but very timid. I liked him.",ERICKSON_CASE_HISTORY,Other
A Teaching Seminar with Milton H Erickson,1074,"Sorry, Dr. Mead, but the autopsy has not yet been done.",ERICKSON_REFRAMING,Reframing
A Teaching Seminar with Milton H Erickson,1075,"Well, Ralph, before I take you on as a patient, I’ll have to talk with your wife and to your daughter. How old is your daughter? All right, send in your wife tomorrow,",ERICKSON_SYSTEMIC_PRECONDITION,Other
A Teaching Seminar with Milton H Erickson,1076,"I’m going to handle you the way I handled Dr. Mead. I told him he couldn’t give us a zero because the autopsy wasn’t done. I watched him give us a grade of 50 because the autopsy had not yet been done. Fortunately, he gave us a grade of A after the autopsy was done. I’m going to treat you the same way, Ralph.",ERICKSON_PARALLEL_CASE_SEEDING,Other
A Teaching Seminar with Milton H Erickson,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day.",ERICKSON_ORDEAL_THERAPY,Other
A Teaching Seminar with Milton H Erickson,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D.",ERICKSON_UTILIZATION_AND_REFRAMING,Reframing
A Teaching Seminar with Milton H Erickson,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday.",ERICKSON_DOUBLE_BIND,Double Bind
A Teaching Seminar with Milton H Erickson,1080,Yes. We are going to take plenty of time and we will have plenty of opportunity to do the shopping.,ERICKSON_FUTURE_PACING_TRUISM,Pacing
A Teaching Seminar with Milton H Erickson,1081,There is another big step that you have got to make. I don’t think that you have ever taken your wife out to see the sunrise.,ERICKSON_DIRECTIVE_CHALLENGE,Suggestion
A Teaching Seminar with Milton H Erickson,1082,"On Sunday, I will take you and your wife out to see the sunrise.",ERICKSON_FUTURE_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests.",ERICKSON_THERAPEUTIC_ORDEAL,Other
A Teaching Seminar with Milton H Erickson,1084,"There are two ways into the restaurant, Ralph. The front way or the back way. What is your choice?",ERICKSON_DOUBLE_BIND,Double Bind
A Teaching Seminar with Milton H Erickson,1085,"Ralph, you know your wife and daughter find it very tiresome living in Phoenix with all this heat and nothing to do. And your wife likes to dance.",ERICKSON_TRUISM_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls.",ERICKSON_DOUBLE_BIND_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello.",ERICKSON_UTILIZATION_RECIPROCITY,Utilization
A Teaching Seminar with Milton H Erickson,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week.",ERICKSON_ORDEAL_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1089,"Now we have got to change that. I am going to cut the umbilical cord for you. So you buy a picnic table, set it up in your front yard. Get an empty whiskey bottle with the label showing and another whiskey bottle, half-full, with a colorful label on it. You buy a straw hat and you will sit in your front yard, your bare feet on the table, one whiskey bottle lying on its side, label apparent, another whiskey bottle, label apparent, upright and half-full. You will wear your hat tipped to one side. You’ll be lolling in the chair, your eyes half-closed. Your wife will color your nose red with rouge and your cheeks with rouge. We will take a nice color photograph of that, and mail it to your mother.",ERICKSON_ORDEAL_INTERVENTION,Other
A Teaching Seminar with Milton H Erickson,1090,I’m too busy to purchase a Christmas tree with Ralph. I am too busy to help him decorate it. Now you go ahead and get a Christmas tree and decorate it and buy all the presents you want for yourself and what you want for your daughter and what you want for Ralph. Ralph won’t ask you any questions when he sees that Christmas tree. He will just shudder when he sees the packages under it because he will know that I am behind it in some way.,ERICKSON_AUTHORITY_DELEGATION,Other
A Teaching Seminar with Milton H Erickson,1091,"Ralph, some people have a tradition of opening their Christmas gifts on Christmas Eve. The Erickson’s have the tradition of opening gifts on Christmas day. So, let’s start your tradition on Christmas Eve. Now, Ralph, there is only one way to give a present at Christmas time. You pick it up from under the tree (Erickson gestures) and you hand it to the recipient. You call the recipient by name; you wish the recipient a Merry Christmas and give her a kiss.",ERICKSON_UTILIZATION_RITUAL,Utilization
A Teaching Seminar with Milton H Erickson,1092,"Carol, is that the right way?",ERICKSON_INTERROGATIVE_TRIANGULATION,Other
A Teaching Seminar with Milton H Erickson,1093,What are you going to do about it?,ERICKSON_THERAPEUTIC_CHALLENGE,Other
A Teaching Seminar with Milton H Erickson,1094,"I was afraid we would have to do that. That is why I brought my son. He is your age, he is reasonably good looking, so you can make your choice between my son and me.",ERICKSON_PLAYFUL_CHOICE,Other
A Teaching Seminar with Milton H Erickson,1095,"Merry Christmas, Carol.",ERICKSON_UTILIZATION_ANCHOR,Utilization
A Teaching Seminar with Milton H Erickson,1096,"Yes, I can. Just tell your mother to sit on the aisle side of the pew in the church. Ralph is to sit to her left. I will sit to the left of your father.",ERICKSON_STRATEGIC_POSITIONING,Other
A Teaching Seminar with Milton H Erickson,1097,"Now, Carol is having her wedding reception in the church yard. And, Ralph, you and I can walk hand-in-hand, or do you think you can make it on your own?",ERICKSON_DOUBLE_BIND,Double Bind
A Teaching Seminar with Milton H Erickson,1098,"Ralph, at your age, with a bladder pain for two months — you know you should have come to see me before.",ERICKSON_AUTHORITATIVE_TRUISM,Truism
A Teaching Seminar with Milton H Erickson,1099,"Ralph, I hope that it is a benign tumor. I think that you have a malignancy of the prostate. I want you to see a urologist.",ERICKSON_PACING_AND_LEADING,Pacing
A Teaching Seminar with Milton H Erickson,1100,I will take it up with your wife and daughter.,ERICKSON_DIRECT_INTERVENTION,Other
A Teaching Seminar with Milton H Erickson,1101,Where are you willing to go?,ERICKSON_UTILIZATION_QUESTION,Utilization
A Teaching Seminar with Milton H Erickson,1102,How will you travel?,ERICKSON_PRESUPPOSITION,Other
A Teaching Seminar with Milton H Erickson,1103,"I don’t like air travel. That means a train or a bus. A bus has too many stops and you can change your mind, so I suggest you use a train. Now, Ralph, do I have to send some pretty nurses with you to make sure you get to Mayo, or will you give me your word you will go there alone?",ERICKSON_DOUBLE_BIND,Double Bind
A Teaching Seminar with Milton H Erickson,1104,"Hurry up in building that house. At least you can see it completed. And be sure you have every social pleasure that is possible, go out to dinner, go to dances.",ERICKSON_UTILIZATION_PRESCRIPTION,Utilization
A Teaching Seminar with Milton H Erickson,1105,She has good reason. Don’t worry about it. I will handle the situation.,ERICKSON_AUTHORITY_REFRAME,Reframing
A Teaching Seminar with Milton H Erickson,1106,"Yes. A long time ago, I told you, your husband makes a good living as a machinist. You teach school all year and in the summers you work as a practical nurse. All your earnings are spent paying your income tax, all the living expenses and your husband’s income tax, and you pay his withholding tax. And you do all that on your own earnings.",ERICKSON_OBSERVATIONAL_CONFRONTATION,Other
A Teaching Seminar with Milton H Erickson,1107,"You told me how your husband had bought a car and was dissatisfied with it. And because he was a machinist, he undertook to build the super, super car of the future. I told you then your husband spends every spare hour, every evening, every holiday, every Sunday, working on that super, super car and spending all of his income, buying new parts and discarding them; buying more and more, and getting dissatisfied with them; buying a license for that car each year so he can drive it around the block occasionally if the engine is in good condition. He bought new bodies, new frames, new hoods, new engines, new everything. I told you years ago, when I first saw you, that your son, growing up in that kind of home where mother was hard put to support the family, and who allowed her husband to waste all his money building a super, super car, spending every spare minute of his waking hours on that car... that your three-year-old boy would grow up and be arrested for a crime relating to automobiles before he was 15 years old.",ERICKSON_SYSTEMIC_PREDICTION,Other
A Teaching Seminar with Milton H Erickson,1108,Don’t bother. You have paid for your lesson very dearly. I would like to give you some more advice. When does your husband have to renew his driver’s license?,ERICKSON_REFRAMING_FUTURE_ANCHOR,Reframing
A Teaching Seminar with Milton H Erickson,1109,"I thought so. I noted that in your record. Now this time, let him drive his super, super car of the future to the auto licensing building to take his driver’s examination. Don’t loan him your car.",ERICKSON_UTILIZATION_STRATEGY,Utilization
A Teaching Seminar with Milton H Erickson,1110,Isn’t that a horrible story?,ERICKSON_SHOCK_REFRAME,Reframing
A Teaching Seminar with Milton H Erickson,1111,The chassis didn’t fit the frame. The engine was much too large for a car of that type. The carburetor wasn’t right. The inspectors were furious. They said it was a hazard. They asked how many miles he had driven it. It wasn’t very far — two miles. They said it would probably last until the towing company got it to the dumping grounds.,ERICKSON_METAPHOR_DECONSTRUCTION,Other
A Teaching Seminar with Milton H Erickson,1112,That is what the inspector told him and he told his wife. She told me.,ERICKSON_VALIDATION_CHAIN,Other
A Teaching Seminar with Milton H Erickson,1113,Because she told me how many different sets of fenders he had bought and they never fit the hood. So he purchased new hoods which didn’t fit the fenders. Then he purchased a chassis that didn’t fit the fenders or the hood. A new trunk door that didn’t fit the trunk.,ERICKSON_UTILIZATION_PATTERN,Utilization
A Teaching Seminar with Milton H Erickson,1114,"I never saw her again except that one very bitter conversation which summarized what the inspector said, what they advised, and what had ensued.",ERICKSON_NARRATIVE_CLOSURE,Other
A Teaching Seminar with Milton H Erickson,1115,"There are some people you can’t help. You can try. The shock technique I tried on her was wrong. I told her the consequences of what she was doing. She should have known that when her husband had a salary that was larger than hers, he should pay his own withholding tax, his own income tax. But she paid that, and that seemed to me to be a situation requiring shock therapy. Obviously, she couldn’t even see that paying his withholding tax and his income tax was wrong.",ERICKSON_SHOCK_AND_LIMITATION,Confusion
A Teaching Seminar with Milton H Erickson,1116,"I know that I couldn’t have approached that man. He was obsessed with the idea of a super, super car of the future. He was proud of his ability as a machinist. There was no way of taking that from him, and she wouldn’t respond to the bald truth. He should be supporting her. She shouldn’t be paying his withholding tax and income tax and paying for the state license on his car and loaning him her car to take his driving test over the years.",ERICKSON_LIMITATION_ANALYSIS,Other
A Teaching Seminar with Milton H Erickson,1117,"How blind can a woman be? They can be awfully, awfully blind.",ERICKSON_RHETORICAL_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1118,"I couldn’t find any way. I tried — first by being very gentle and then by telling her the straight truth. But, I think that she called me up just because I had been gentle at first with her. When I saw that gentleness had failed, I presented her with the harsh truth. She couldn’t take that either.",ERICKSON_CLINICAL_EXPERIMENTATION,Other
A Teaching Seminar with Milton H Erickson,1119,"Oh yes, I had one other call from her a couple of years later. She said, “I’m not working this summer. I’m taking a vacation.”",ERICKSON_FOLLOWUP_VALIDATION,Other
A Teaching Seminar with Milton H Erickson,1120,"Now I’ll tell you another story. Ralph told me, “My mother’s sister lives in Milwaukee. She’s 52 years old. She never got married. She’s independently wealthy. My aunt has only one interest in life. She goes to the Episcopalian Church on every possible occasion. She has no friends there. She never speaks to anybody. She slips out at the end of the sermon very carefully. She likes me and I like her, but for the last nine months she’s been horribly depressed. She has a housekeeper come in every morning and a maid that comes in every morning. They stay all day and do the cooking, the housekeeping and the shopping. She pays the yardman for keeping up the lawn and for shoveling the sidewalk in the wintertime.",ERICKSON_STORYTELLING_INDIRECT,Other
A Teaching Seminar with Milton H Erickson,1121,"I’m going to give you some medical orders, and I want them carried out. Now you understand that. Will you agree that you will carry them out?",ERICKSON_DIRECTIVE_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1122,Tomorrow you send your housekeeper to a nursery or a florist and you get African violets of all different hues.,ERICKSON_DIRECTIVE_BEHAVIORAL_ACTIVATION,Suggestion
A Teaching Seminar with Milton H Erickson,1123,Those will be your African violets and you are going to take good care of them. That’s a medical order.,ERICKSON_DIRECT_PRESCRIPTION,Other
A Teaching Seminar with Milton H Erickson,1124,Then you tell your housekeeper also to purchase 200 gift flower pots and 50 potting pots and potting soil. I want you to break off a leaf from each of your African violets and plant it in potting pots and grow additional mature African violets.,ERICKSON_DIRECTIVE_ACTION,Suggestion
A Teaching Seminar with Milton H Erickson,1125,"And when you have an adequate supply of African violets, I want you to send one to every baby that’s born in any family in your church. I want you to send an African violet to the family of every baby christened in your church. I want you to send a gift adult African violet to everyone who is sick in your church. When a girl announces her engagement, I want you to send her an African violet.",ERICKSON_BEHAVIORAL_PRESCRIPTION,Other
A Teaching Seminar with Milton H Erickson,1126,"When they get married, I want you to send African violets. In case of death, you send a condolence card with an African violet. And the church bazaars — contribute a dozen or a score of African violets for sale.",ERICKSON_THERAPEUTIC_TASKING,Other
A Teaching Seminar with Milton H Erickson,1127,"Yes, she certainly had friends of all ages. When a child gets sick and gets a beautiful flowerpot with a beautiful plant in it, she’s made a friend of that child. The parents are going to be so pleased, they’re going to have the child thank her. So she was kept busy over 20 years. I think that was the important thing — not insight into her past, or insight into her single state.",ERICKSON_REFRAMING_AND_UTILIZATION,Reframing
A Teaching Seminar with Milton H Erickson,1128,Doing. And doing something that was social. But she didn’t realize how much of a social thing it was. She just got caught up. That was another thing for which Ralph was very grateful.,ERICKSON_UNCONSCIOUS_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1129,"Now madam, you say that a pregnancy is more important to you than your life. The obstetrician advises against it. The orthopedic surgeon advises against it. Your psychiatrists have, also. My advice is: Get pregnant as soon as you can. If your arthritis gets worse, you stay in bed and you can enjoy your pregnancy. Now when it comes time to deliver, you can have a caesarean section. There is no law against it. It’s the sensible thing to do.",ERICKSON_PARADOXICAL_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1130,"Woman, how can you be so stupid? For nine long months you had the happiest time of your life. You want to kill yourself and destroy those memories? That’s wrong. For six long delightful months you enjoyed Cynthia. Are you going to destroy those memories? I think it’s criminally wrong.",ERICKSON_SHOCK_THERAPY_REFRAMING,Reframing
A Teaching Seminar with Milton H Erickson,1131,"So your husband will take you home and get you an eucalyptus sapling. You tell him where to plant it. Eucalyptus trees grow very rapidly in Arizona. I want you to name that eucalyptus sapling, Cynthia’s. I want you to watch Cynthia grow. I want you to look forward to the day when you can sit in the shade of Cynthia.",ERICKSON_SYMBOLIC_GROWTH_TASK,Other
A Teaching Seminar with Milton H Erickson,1132,"I’ll have to see you another time but first I want you to see a friend of mine, a rheumatologist. The rheumatologist owes me a lot of money and I’ll tell him not to charge you. We’ll put it against the account he owes me.",ERICKSON_STRATEGIC_REFERRAL,Other
A Teaching Seminar with Milton H Erickson,1133,"You can’t afford to buy enough lumber for a picket fence around your house and the big lot that you have. And you’ve dreamed of that for many long years. Now I think you could enjoy going to Beacon’s Storage Warehouse. They have a lot of crated furniture in there and they uncrate it and throw a lot of second-hand lumber into the backyard. There are various other places in town, furniture places, where things come in that are crated or in big boxes. I think you’ll enjoy going through those backyards and finding the lumber you need for your picket fence. And whitewash is very cheap. You can have a white picket fence all around your yard, and you can enjoy that picket fence. And you could enjoy whitewashing it. Whitewash won’t cost you very much. Of course, you’ll have to renew it, but you’ll be working steadily saving money. Then you’ll have your dream house with the white picket fence.",ERICKSON_UTILIZATION_REFRAMING,Reframing
A Teaching Seminar with Milton H Erickson,1134,"I know, I had a lot of those patients.",ERICKSON_PACING_EXPERIENCE,Pacing
A Teaching Seminar with Milton H Erickson,1135,"You question them very carefully about boyhood dreams, boyhood desires, and what they really like to do. Just as with the man with the backache. It was an old-burden backache. He wanted a dream house with a white picket fence.",ERICKSON_INDIRECT_METAPHOR_RESOURCE,Other
A Teaching Seminar with Milton H Erickson,1136,"I have a friend in Portland, Oregon, named Don. I spent several days in his home while on a lecture trip. He’s a plastic surgeon and he had a gift for using hypnosis. One night he was called out on an emergency. Some speeder had been thrown out of his car and slid on his face for about 20 feet on a gravel road. His face was a horrible mess. He came to the hospital suffering a great deal of pain.",ERICKSON_ANECDOTE_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1137,"He said, “That patient was so surprised.” The patient said, “What can I do to repay you?” Don said, “You can remember me”.",ERICKSON_STORYTELLING_ANCHOR,Other
A Teaching Seminar with Milton H Erickson,1138,"“You can remember me.” Sometime later, my friend got a block of wood out of which he made some cellos and violins. When you seem to be doing damn fool things, it takes your patient’s mind off his pain. And Don is very perfect at that. (To the group.) What time is it, please?",ERICKSON_INTERRUPTION_PATTERN,Confusion
A Teaching Seminar with Milton H Erickson,1139,"Shame on you — you let me overwork again. My speech is getting thicker and thicker. But, you know, a tape recorder never pays any attention to my speech defect. It records my speech and plays it back very well. It doesn’t record defects. I seem to have a good voice on a tape recorder.",ERICKSON_REFRAMING_UTILIZATION,Reframing
A Teaching Seminar with Milton H Erickson,1140,That is rest time for me. It takes about two days to recover.,ERICKSON_PACING_AND_VULNERABILITY,Pacing
A Teaching Seminar with Milton H Erickson,1141,"As we looked over the group, I hope that you were attentive. Because when you watch a group of students when you are lecturing to them, you see evidence of subliminal speech.",ERICKSON_OBSERVATIONAL_TRUISM,Truism
A Teaching Seminar with Milton H Erickson,1142,Subliminal speech and movements.,ERICKSON_MINIMALIST_EXPANSION,Other
A Teaching Seminar with Milton H Erickson,1143,And it is surprising how many girls are cowards.,ERICKSON_PROVOCATIVE_TRUISM,Truism
A Teaching Seminar with Milton H Erickson,1144,"When you look at your students from time to time, you see a certain facial expression. My long experience tells me what those facial expressions mean. They are usually too cowardly to vocalize them or to act upon them.",ERICKSON_OBSERVATION_AUTHORITY,Other
A Teaching Seminar with Milton H Erickson,1145,I read your face.,ERICKSON_DIRECT_OBSERVATION,Other
A Teaching Seminar with Milton H Erickson,1177,"There are two new disturbed, patients on Wards C and D. Let’s go up and see them.",ERICKSON_CLINICAL_OBSERVATION,Other
A Teaching Seminar with Milton H Erickson,1178,Not alternately. I change from time to time.,ERICKSON_FLEXIBILITY_REFRAME,Reframing
A Teaching Seminar with Milton H Erickson,1179,Yes. And it starts a new pattern.,ERICKSON_UTILIZATION_LEADING,Utilization
A Teaching Seminar with Milton H Erickson,1180,"She is, yes. Look. (E. takes a coaster from the top of the desk and holds it next to his chest for a moment. Then he places it down on the edge of the desk.) I suppose you would say I put it there.",ERICKSON_PHYSICAL_METAPHOR,Other
A Teaching Seminar with Milton H Erickson,1181,"You see, I’m not committing myself, but I have committed myself.",ERICKSON_PARADOXICAL_BIND,Double Bind
A Teaching Seminar with Milton H Erickson,1182,And that’s what she did.,ERICKSON_RATIFICATION,Other
A Teaching Seminar with Milton H Erickson,1183,She is drawing back to let you think she has equated them.,ERICKSON_META_OBSERVATION,Other
A Teaching Seminar with Milton H Erickson,1184,Uh-huh.,ERICKSON_MINIMAL_ENCOURAGER,Other
A Teaching Seminar with Milton H Erickson,1185,"That’s another question. My question is, is your belief a belief or a reality?",ERICKSON_REFRAMING_DISTINCTION,Reframing
A Teaching Seminar with Milton H Erickson,1186,"Now a belief may be an unreality and it can be a reality. And your belief is both, an unreality and a reality?",ERICKSON_TRUISM_PARADOX,Truism
A Teaching Seminar with Milton H Erickson,1187,You mean it is both a belief which could be a reality... or an unreality and it is also a reality? Now which is it?,ERICKSON_DOUBLE_BIND_CONFUSION,Confusion
A Teaching Seminar with Milton H Erickson,1188,"Well, why did you take so long to tell me that?",ERICKSON_UTILIZATION_PROCESS,Utilization
A Teaching Seminar with Milton H Erickson,1189,She has her head down.,ERICKSON_PACING_TRUISM,Pacing
A Teaching Seminar with Milton H Erickson,1190,So she had to escape from it.,ERICKSON_MODAL_NECESSITY,Other
A Teaching Seminar with Milton H Erickson,1191,"Yes, and in a subdued way.",ERICKSON_UTILIZATION_REFINEMENT,Utilization
A Teaching Seminar with Milton H Erickson,1192,Uh-hum.,ERICKSON_MINIMAL_ENCOURAGER,Other
A Teaching Seminar with Milton H Erickson,1193,Are you feeling comfortable?,ERICKSON_PACING_INTERNAL_STATE,Pacing
A Teaching Seminar with Milton H Erickson,1194,You’re not feeling self-conscious?,ERICKSON_NEGATIVE_SUGGESTION,Suggestion
A Teaching Seminar with Milton H Erickson,1195,Out of sight?,ERICKSON_ECHOING_PROBE,Other
A Teaching Seminar with Milton H Erickson,1197,Uh-huh.,ERICKSON_MINIMAL_ENCOURAGER,Other
A Teaching Seminar with Milton H Erickson,1198,"“A dillar, a dollar” made her a little girl.",ERICKSON_AGE_REGRESSION_ANCHOR,Other
A Teaching Seminar with Milton H Erickson,1199,Where do little children feel better sitting? In the back of the room.,ERICKSON_HYPOPHORA_OBSERVATION,Other
A Teaching Seminar with Milton H Erickson,1200,And she’s emphasizing it.,ERICKSON_UTILIZATION_AND_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1201,What’s that?,ERICKSON_DIRECTING_ATTENTION,Other
A Teaching Seminar with Milton H Erickson,1202,So you don’t like being conspicuous?,ERICKSON_TRUISM_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1203,What does inconspicuous mean?,ERICKSON_UTILIZATION_FOCUS,Utilization
A Teaching Seminar with Milton H Erickson,1204,What else?,ERICKSON_OPEN_ENDED_ELICITATION,Other
A Teaching Seminar with Milton H Erickson,1205,There is something conspicuous on my desk.,ERICKSON_TRUISM_ATTENTION,Truism
A Teaching Seminar with Milton H Erickson,1206,Name it.,ERICKSON_DIRECT_COMMAND,Suggestion
A Teaching Seminar with Milton H Erickson,1207,This pencil is awfully inconspicuous. It’s in front too.,ERICKSON_TRUISM_ANCHOR,Truism
A Teaching Seminar with Milton H Erickson,1209,"Being big is being conspicuous. She was “little girl” after the mention of “A dillar, a dollar,” when she interrupted. This is the second mention of interrupting.",ERICKSON_BEHAVIORAL_RECOGNITION,Other
A Teaching Seminar with Milton H Erickson,1210,"That brings back “A dillar, a dollar” which puts her in the school-girl role where she is little. She comes back the next day and gets right back into that “little” role again.",ERICKSON_ROLE_INDUCTION_ANCHOR,Other
A Teaching Seminar with Milton H Erickson,1211,And you don’t like what I’m doing to you right now.,ERICKSON_PACING_RESISTANCE,Pacing
A Teaching Seminar with Milton H Erickson,1212,And you wish to hell I would stop.,ERICKSON_DIRECT_PACING_RESISTANCE,Pacing
A Teaching Seminar with Milton H Erickson,1213,"And when you speak to a little child and say, “hell,” you are emphasizing that you’re a grownup, and she is little.",ERICKSON_SOCIAL_DYNAMICS,Other
A Teaching Seminar with Milton H Erickson,1214,So you’re concerned about these people?,ERICKSON_PACING_YES_SET,Pacing
A Teaching Seminar with Milton H Erickson,1215,Um-hum.,ERICKSON_MINIMAL_ENCOURAGER,Other
A Teaching Seminar with Milton H Erickson,1216,Um-hum.,ERICKSON_MINIMAL_ENCOURAGER,Other
A Teaching Seminar with Milton H Erickson,1217,"Now let’s lay to rest another firm belief that, in doing psychotherapy, you should make your patients feel at ease and comfortable.",ERICKSON_PARADOX_CHALLENGE,Double Bind
A Teaching Seminar with Milton H Erickson,1218,Um-hum. And it is said in such a way that there is no way of disputing it.,ERICKSON_LINGUISTIC_BIND,Other
A Teaching Seminar with Milton H Erickson,1219,"I’ve done my best to make her feel ill at ease, conspicuous and embarrassed. And that’s hardly a way to begin a good therapeutic relationship, is it? Close your eyes.",ERICKSON_PARADOXICAL_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1220,Rest and comfort,ERICKSON_REPETITION_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1222,And keep them closed. Go deeply into a trance.,ERICKSON_DIRECT_COMMAND_DEEPENING,Suggestion
A Teaching Seminar with Milton H Erickson,1223,"Yes. When I put it down, I used the same touch that I used when I lifted it up. There’s an uncertainty in my touch.",ERICKSON_AMBIGUOUS_TOUCH,Other
A Teaching Seminar with Milton H Erickson,1224,The internal side.,ERICKSON_FOCUS_DIRECTIVE,Suggestion
A Teaching Seminar with Milton H Erickson,1225,"And feel very comfortable, very much at ease, and really enjoy feeling very comfortable... so comfortable...you can forget about everything except that wonderful feeling of comfort.",ERICKSON_TRUISM_REPETITION,Truism
A Teaching Seminar with Milton H Erickson,1226,"You can forget everything, except comfort",ERICKSON_SELECTIVE_AMNESIA,Other
A Teaching Seminar with Milton H Erickson,1227,And that’s an internal reaction.,ERICKSON_PACING_VALIDATION,Pacing
A Teaching Seminar with Milton H Erickson,1228,No. I altered the intonation of my voice there and I leaned toward her and that attracted her attention to my voice.,ERICKSON_SENSORY_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,1229,"Yes. So no matter where I was, she could go deeper and deeper and further and further away from me and yet be close to me.",ERICKSON_PARADOX_DISSOCIATION,Double Bind
A Teaching Seminar with Milton H Erickson,1230,No. She would go deeper into trance and then move away from me. An external reality. So I get myself very close to her and she can leave reality and still be close to me.,ERICKSON_UTILIZATION_PROXIMITY,Utilization
A Teaching Seminar with Milton H Erickson,1231,But I wanted her to go further away from the others.,ERICKSON_STRATEGIC_POSITIONING,Other
A Teaching Seminar with Milton H Erickson,1232,"And after a while, it will seem as if your mind leaves your body and floats through space and goes back in time. (Pause.)",ERICKSON_DISSOCIATION_REGRESSION,Other
A Teaching Seminar with Milton H Erickson,1233,I removed reality and got her back in time.,ERICKSON_AGE_REGRESSION_DISSOCIATION,Other
A Teaching Seminar with Milton H Erickson,1235,And so is nineteen seventy-five.,ERICKSON_TRUISM_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1236,Yes.,ERICKSON_PACING_AND_VALIDATION,Pacing
A Teaching Seminar with Milton H Erickson,1237,And so she has an association to my voice.,ERICKSON_ASSOCIATION_PACING,Pacing
A Teaching Seminar with Milton H Erickson,1238,"Soon it will be 1960, soon 1955... and then you will know it’s 1953, and you will know that you are a little girl.",ERICKSON_AGE_REGRESSION,Other
A Teaching Seminar with Milton H Erickson,1240,"Now, that’s altered locus of voice.",ERICKSON_TECHNIQUE_LABELING,Other
