Category,Pattern ID,Importance,Typical Leads To,Typical Preceded By
EXPECTANCY,ERICKSON_EXPECTANCY_PROBE,0.00028488291015324013,ERICKSON_INDIRECT_ELICITATION (0.50); ERICKSON_PACING_AND_VALIDATION (0.50),ERICKSON_TEMPORAL_BRIDGE (0.67)
EXPECTANCY,ERICKSON_EXPECTANCY_SET,0.0002847348920172961,ERICKSON_FUTURE_PACING (0.50); ERICKSON_UTILIZATION_PACING (0.50),ERICKSON_FUTURE_PACING_AND_INDIRECT_VALIDATION (1.00); ERICKSON_UTILIZATION_OF_RESISTANCE (0.08)
EXPECTANCY,ERICKSON_EXPECTANCY_SETTING,0.000138733770784373,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION (1.00),ERICKSON_STRATEGIC_INTERVENTION (0.08)
EXPECTANCY,ERICKSON_EXPECTANCY_TRUISM,0.0001443984610948255,ERICKSON_UTILIZATION_AND_DISSOCIATION (1.00),ERICKSON_UNCERTAINTY_INDUCTION (1.00)
EXPECTANCY,ERICKSON_EXPECTANCY_UTILIZATION,0.0002848236289476696,ERICKSON_UTILIZATION_DEFINITION (0.50); ERICKSON_UTILIZATION_OF_RESISTANCE (0.50),ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION (0.02); ERICKSON_INDIRECT_SUGGESTION (0.01)
EXPECTANCY,ERICKSON_EXPECTANCY_WAITING,0.00014241650660270025,ERICKSON_PHYSIOLOGICAL_PACING (1.00),ERICKSON_UNCONSCIOUS_DIRECTIVE (0.25)
EXPECTATION,ERICKSON_EXPECTATION_CONGRUENCE,0.000142400367278891,ERICKSON_POST_HYPNOTIC_AMNESIA_TEST (1.00),ERICKSON_UTILIZATION_CONFUSION (0.14)
EXPECTATION,ERICKSON_EXPECTATION_SETTING,0.00014246996553443904,ERICKSON_DIRECT_INQUIRY_AS_SUGGESTION (1.00),ERICKSON_INTERDEPENDENCY_LINKING (1.00)
EXPERIENTIAL,ERICKSON_EXPERIENTIAL_DEMO,0.00014302409473269936,ERICKSON_CONSCIOUS_INCOMPETENCE (1.00),ERICKSON_SENSORY_UTILIZATION (0.09)
EXPERIENTIAL,ERICKSON_EXPERIENTIAL_LEARNING,0.0005749209786135857,ERICKSON_DISSOCIATION_UTILIZATION (0.25); ERICKSON_PARADOXICAL_TASK (0.25); ERICKSON_SENSORY_ACUITY_UTILIZATION (0.25),ERICKSON_EMPOWERMENT_REFRAMING (1.00); ERICKSON_DIRECTIVE_TASKING (0.25)
EXPERIENTIAL,ERICKSON_EXPERIENTIAL_TEST,0.00014288850192848763,ERICKSON_TEMPORAL_SHIFT (1.00),ERICKSON_TEMPORAL_FOCUS (0.33)
EXPLORATORY,ERICKSON_EXPLORATORY_SET_TRUISM,0.00013980214819964932,ERICKSON_PRESUPPOSITION_AND_FUTURE_PACING (1.00),ERICKSON_UNCONSCIOUS_DISSOCIATION_AND_PACING (1.00)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_AND_CHOICE,0.00014281818709076293,ERICKSON_SYMBOLIC_ANCHORING (1.00),ERICKSON_POSTHYPNOTIC_SUGGESTION_FUTURE_PACING (1.00)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_HABIT,0.00013818849475580623,ERICKSON_ANECDOTE_PREDICTION (1.00),ERICKSON_UTILIZATION_OF_VACUUM (1.00)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_METAPHOR,0.00028474078463737196,ERICKSON_AFFIRMATION_PACING (0.50); ERICKSON_DIRECT_UTILIZATION (0.50),ERICKSON_DIRECT_COMMAND_SPECIFICITY (1.00); ERICKSON_SENSORY_SPECIFICITY_UTILIZATION (1.00)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_PACING,0.00014235630201547857,ERICKSON_PERMISSIVE_SUGGESTION (1.00),ERICKSON_UTILIZATION_PACING (0.03)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_PUZZLEMENT,0.00014224364688206407,ERICKSON_REFRAMING_IDENTITY (1.00),ERICKSON_AUTHORITY_FRAME (0.50)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_UTILIZATION,0.0001432933514570922,ERICKSON_THERAPEUTIC_ORDEAL (1.00),ERICKSON_ANALOGICAL_TRUISM (1.00)
EXTERNALIZATION,ERICKSON_EXTERNALIZATION_VALIDATION,0.0001426445398090772,ERICKSON_POSTHYPNOTIC_SUGGESTION_FUTURE_PACING (1.00),ERICKSON_UTILIZATION_AND_INTENSE_EXPERIENCE (1.00)
EXTERNAL,ERICKSON_EXTERNAL_INSIGHT_UTILIZATION,0.00014316323752533347,ERICKSON_UTILIZATION_REFRAME (1.00),ERICKSON_DISSOCIATIVE_WRITING (1.00)
EXTERNAL,ERICKSON_EXTERNAL_VALIDATION,0.0002842445233667331,ERICKSON_CAUSAL_LINK (0.50); ERICKSON_STRATEGIC_CONTRAST (0.50),ERICKSON_PRESUPPOSITION_OF_UNCONSCIOUS_KNOWLEDGE (1.00); ERICKSON_UTILIZATION_REFRAMING (0.01)
EYE,ERICKSON_EYE_FIXATION,0.00014235630201547857,ERICKSON_UTILIZATION_RESISTANCE (1.00),ERICKSON_UTILIZATION_PACING (0.03)
EYE,ERICKSON_EYE_FIXATION_INDUCTION,0.0001438541503796798,ERICKSON_HAND_LEVITATION_INDUCTION (1.00),ERICKSON_UTILIZATION_ALL_POSSIBILITIES (1.00)
FACTUAL,ERICKSON_FACTUAL_ANCHOR,0.00014308203337026195,ERICKSON_DIRECT_PACING (1.00),ERICKSON_NARRATIVE_SEEDING (0.50)
FACTUAL,ERICKSON_FACTUAL_GROUNDING,0.0001420897757628855,ERICKSON_DISRUPTION (1.00),ERICKSON_TRUISM_AND_INDIRECT_SUGGESTION (1.00)
FACTUAL,ERICKSON_FACTUAL_INQUIRY,0.00014373890108017353,ERICKSON_REFRAME_TRUISM (1.00),ERICKSON_PACING_AND_UTILIZATION (0.10)
FACTUAL,ERICKSON_FACTUAL_PACING,0.00014270465649658247,ERICKSON_TRUISM_CONFRONTATION (1.00),ERICKSON_THERAPEUTIC_BIND (0.33)
FEEDBACK,ERICKSON_FEEDBACK_UTILIZATION,0.0001397771241667124,ERICKSON_SOFT_PROBE (1.00),ERICKSON_REINFORCEMENT (0.14)
FIXATION,ERICKSON_FIXATION_INDUCTION,0.000142641731840852,ERICKSON_PHYSIOLOGICAL_PACING_AND_SHOCK (1.00),ERICKSON_LINGUISTIC_PRECISION (1.00)
FIXATION,ERICKSON_FIXATION_TECHNIQUE,0.00014234693603573984,ERICKSON_UTILIZATION_SUGGESTION (1.00),ERICKSON_INDIRECT_ELICITATION (0.50)
FLEXIBILITY,ERICKSON_FLEXIBILITY_AND_STRATEGIC_INTERVENTION,0.00014127628329672364,ERICKSON_UTILIZATION_RESISTANCE (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
FLEXIBILITY,ERICKSON_FLEXIBILITY_REFRAME,0.0002145803366547902,ERICKSON_UTILIZATION_LEADING (1.00),ERICKSON_CLINICAL_OBSERVATION (0.50)
FOCAL,ERICKSON_FOCAL_INTENSITY,0.00014235630201547857,ERICKSON_UTILIZATION_REFRAMING (1.00),ERICKSON_UTILIZATION_PACING (0.03)
FOCUS,ERICKSON_FOCUS_DIRECTIVE,0.00014291097456260813,ERICKSON_TRUISM_REPETITION (1.00),ERICKSON_AMBIGUOUS_TOUCH (1.00)
FOCUS,ERICKSON_FOCUS_NARROWING,0.0001513266831433519,ERICKSON_UTILIZATION_VALIDATION (1.00),ERICKSON_INTENSE_FOCUS (1.00)
FOLK,ERICKSON_FOLK_LANGUAGE_UTILIZATION,0.00014206034571055643,ERICKSON_PROCESS_DISSOCIATION (1.00),ERICKSON_METAPHOR (0.11)
FOLLOWUP,ERICKSON_FOLLOWUP_VALIDATION,0.00014343674427459225,ERICKSON_STORYTELLING_INDIRECT (1.00),ERICKSON_CLINICAL_EXPERIMENTATION (1.00)
FORGETTING,ERICKSON_FORGETTING_UTILIZATION,0.00014394058849125113,ERICKSON_INTERROGATIVE_SUGGESTION (1.00),ERICKSON_RATIFICATION_AND_CHALLENGE (0.50)
FRACTIONAL,ERICKSON_FRACTIONAL_AWAKENING,0.0001393901242043816,ERICKSON_TRUISM_TAG_QUESTION (1.00),ERICKSON_UTILIZATION (0.02)
FRACTIONATION,ERICKSON_FRACTIONATION,0.00014003243681003354,ERICKSON_PROCESS_REFRAME (1.00),ERICKSON_TRUISM_RESISTANCE (1.00)
FRACTIONATION,ERICKSON_FRACTIONATION_OF_PAIN,0.00014246014170839433,ERICKSON_UTILIZATION_AUTHORITY (1.00),ERICKSON_PACING_AND_LEADING (0.04)
FRACTIONATION,ERICKSON_FRACTIONATION_PACING,0.00014288820045463713,ERICKSON_ANALOGY_AND_TRUISM (1.00),ERICKSON_PERMISSIVE_LEARNING (1.00)
FRACTIONATION,ERICKSON_FRACTIONATION_REDUCTION,0.000284941409040037,ERICKSON_NEGOTIATION_PRESUPPOSITION (0.50); ERICKSON_PRESUPPOSITION_QUANTIFICATION (0.50),ERICKSON_CONFUSION_ILLUSION_OF_CHOICE (1.00); ERICKSON_FRACTIONATION_TRUISM (1.00)
FRACTIONATION,ERICKSON_FRACTIONATION_RELAXATION,0.000142727089095157,ERICKSON_SOFT_SUGGESTION (1.00),ERICKSON_DIRECTING_ATTENTION (0.12)
FRACTIONATION,ERICKSON_FRACTIONATION_TRUISM,0.0001422067277898748,ERICKSON_FRACTIONATION_REDUCTION (1.00),ERICKSON_INDIRECT_INQUIRY (0.06)
FRACTIONATION,ERICKSON_FRACTIONATION_UTILIZATION,0.0001420033686748057,ERICKSON_SENSORY_MOTOR_INTEGRATION (1.00),ERICKSON_TRUISM (0.03)
FRAGMENTATION,ERICKSON_FRAGMENTATION_REPETITION,0.00014203793602022988,ERICKSON_INDIRECT_SUGGESTION (1.00),ERICKSON_DISSOCIATIVE_METAPHOR (0.20)
FRAGMENTATION,ERICKSON_FRAGMENTATION_UTILIZATION,0.00014281818709076293,ERICKSON_PACING_AND_VALIDATION (1.00),ERICKSON_INDIRECT_INDUCTION_QUESTIONS (1.00)
FRAME,ERICKSON_FRAME_CHALLENGE,0.00014320757958247678,ERICKSON_TRUISM_REFRAMING (1.00),ERICKSON_SIMPLE_AFFIRMATION (1.00)
FRAME,ERICKSON_FRAME_OF_REFERENCE,0.0001426678928655734,ERICKSON_TRUISM_REFRAMING (1.00),ERICKSON_UTILIZATION_FRAMEWORK (0.33)
FRAME,ERICKSON_FRAME_OF_REFERENCE_REGRESSION,0.0001424414314479074,ERICKSON_REFRAMING_PARADOX (1.00),ERICKSON_UTILIZATION_REFRAME (0.03)
FRAME,ERICKSON_FRAME_SETTING_CONSENT,0.00014296227798166466,ERICKSON_TRUISM (1.00),ERICKSON_BEHAVIORAL_SET (1.00)
FRAME,ERICKSON_FRAME_SHIFTING,0.00014251529557213018,ERICKSON_INDIRECT_DISSOCIATION (1.00),ERICKSON_REFRAMING_AGE (1.00)
FRAMING,ERICKSON_FRAMING_AND_PACING,0.0,ERICKSON_METAPHOR_STRUCTURAL (1.00),
FRAMING,ERICKSON_FRAMING_CASE_HISTORY,0.00014016374779637672,ERICKSON_REFRAME_MINDREADING (1.00),ERICKSON_REFRAMING_UTILIZATION (0.01)
FRAMING,ERICKSON_FRAMING_PRE_INDUCTION,0.00014024519487432414,ERICKSON_PRESUPPOSITION_REFRAMING (1.00),ERICKSON_TEMPORAL_CONFUSION (1.00)
FRAMING,ERICKSON_FRAMING_TRANSITION,0.00014230500080547227,ERICKSON_ANECDOTE_REFRAMING (1.00),ERICKSON_TRUISM_REINFORCEMENT (0.11)
FUNCTIONAL,ERICKSON_FUNCTIONAL_NECESSITY,0.00014154879099512898,ERICKSON_UTILIZATION_REFRAME (1.00),ERICKSON_UTILIZATION_AND_PACING (0.20)
FUTURE,ERICKSON_FUTURE_ORIENTATION,0.0004247415382128409,ERICKSON_REGRESSION_UTILIZATION (0.33); ERICKSON_SHOCK_ASSERTION (0.33); ERICKSON_TRUISM_REFRAMING (0.33),ERICKSON_REALITY_UTILIZATION (1.00); ERICKSON_SELECTIVE_AWARENESS (1.00)
FUTURE,ERICKSON_FUTURE_PACE_REFRAME,0.00014127628329672364,ERICKSON_UTILIZATION_AND_MINIMIZATION (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
FUTURE,ERICKSON_FUTURE_PACING,0.0014279183582187264,ERICKSON_ANECDOTE_REFRAMING (0.10); ERICKSON_DIRECT_SUGGESTION (0.10); ERICKSON_FUTURE_PACING (0.10),ERICKSON_DIRECTIVE_CHALLENGE (1.00); ERICKSON_RAPPORT_REINFORCEMENT (1.00)
FUTURE,ERICKSON_FUTURE_PACING_AMNESIA,0.0002853189241122487,ERICKSON_UNCONSCIOUS_PROTECTION (0.50); ERICKSON_UTILIZATION_CONFUSION (0.50),ERICKSON_INTERROGATIVE_REORIENTATION (1.00); ERICKSON_YES_SET_PACING (0.02)
FUTURE,ERICKSON_FUTURE_PACING_AND_DISSOCIATIVE_TASK,0.0001415418130160291,ERICKSON_FUTURE_PACING_DISTRACTION (1.00),ERICKSON_FUTURE_PACING_UTILIZATION (0.33)
FUTURE,ERICKSON_FUTURE_PACING_AND_GENERALIZATION,0.00014210693153949086,ERICKSON_ANTI_PATTERN_CONTRADICTION (1.00),ERICKSON_PRESCRIBING_SYMPTOM (1.00)
FUTURE,ERICKSON_FUTURE_PACING_AND_INDIRECT_VALIDATION,0.00014229674164358526,ERICKSON_EXPECTANCY_SET (1.00),ERICKSON_UTILIZATION_TRUISM (0.02)
FUTURE,ERICKSON_FUTURE_PACING_AND_PACING_REALITY,0.00014229674164358526,ERICKSON_PACING_LEADING_SENSORY (1.00),ERICKSON_UTILIZATION_TRUISM (0.02)
FUTURE,ERICKSON_FUTURE_PACING_AND_SUGGESTION,0.0002908892800568835,ERICKSON_DOUBLE_BIND (0.50); ERICKSON_TRUISM_AND_SYMBOLIC_CLOSURE (0.50),ERICKSON_COGNITIVE_DISSONANCE_FUTURE_PACING (1.00); ERICKSON_META_QUESTION_UTILIZATION (1.00)
FUTURE,ERICKSON_FUTURE_PACING_AUTONOMY,0.00014525529226929108,ERICKSON_METAPHOR_REFRAMING (1.00),ERICKSON_PERMISSIVE_METAPHOR (1.00)
FUTURE,ERICKSON_FUTURE_PACING_CERTAINTY,0.0001428123788108892,ERICKSON_PRESUPPOSITION_TRUISM (1.00),ERICKSON_INDIRECT_SUGGESTION (0.01)
FUTURE,ERICKSON_FUTURE_PACING_CONSEQUENCE,0.000143202134409001,ERICKSON_BOUNDARY_SETTING (1.00),ERICKSON_LOGICAL_REFRAMING (0.33)
FUTURE,ERICKSON_FUTURE_PACING_DIRECTIVE,0.00014229674164358526,ERICKSON_TEMPORAL_ANCHORING (1.00),ERICKSON_UTILIZATION_TRUISM (0.02)
FUTURE,ERICKSON_FUTURE_PACING_DISPLACEMENT,0.000146200294052023,ERICKSON_PATIENT_DEFINITION (1.00),ERICKSON_LOGICAL_PRESUPPOSITION (1.00)
FUTURE,ERICKSON_FUTURE_PACING_DISTRACTION,0.0001416279392527508,ERICKSON_RE_INDUCTION_UTILIZATION (1.00),ERICKSON_FUTURE_PACING_AND_DISSOCIATIVE_TASK (1.00)
FUTURE,ERICKSON_FUTURE_PACING_LINKAGE,0.000142646861247399,ERICKSON_GENERALIZATION_STORY (1.00),ERICKSON_POSTHYPNOTIC_UTILIZATION (0.25)
FUTURE,ERICKSON_FUTURE_PACING_PERMISSIVE,0.00014331614223927228,ERICKSON_TAG_QUESTION_TRUISM (1.00),ERICKSON_CLINICAL_RATIONALE (1.00)
FUTURE,ERICKSON_FUTURE_PACING_POST_HYPNOTIC_SUGGESTION,0.00014121894784062462,ERICKSON_DIRECT_SUGGESTION_CATALEPSY (1.00),ERICKSON_SENSORY_TRUISM (1.00)
FUTURE,ERICKSON_FUTURE_PACING_PRESUPPOSITION,0.0007220894108614316,ERICKSON_PACING_AND_VALIDATION (0.20); ERICKSON_POSTHYPNOTIC_INEVITABILITY (0.20); ERICKSON_PRESUPPOSITION_FUTURE_PACE (0.20),ERICKSON_ANECDOTAL_DISTRACTION (1.00); ERICKSON_TRUISM_OF_PROCESS (1.00)
FUTURE,ERICKSON_FUTURE_PACING_QUESTION,0.00028628382212648833,ERICKSON_ANECDOTE_METAPHOR (0.50); ERICKSON_INTERROGATIVE_ENGAGEMENT (0.50),ERICKSON_METAPHOR_INDIVIDUATION (1.00); ERICKSON_REFRAMING_METAPHOR (0.14)
FUTURE,ERICKSON_FUTURE_PACING_RECOVERY,0.00014127628329672364,ERICKSON_COMPLIANCE_BUILDING (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
FUTURE,ERICKSON_FUTURE_PACING_REFRAME,0.00028199498777308775,ERICKSON_STRATEGIC_LEVERAGE (0.33); ERICKSON_UTILIZATION_DISTRACTION (0.33); ERICKSON_UTILIZATION_REFRAMING (0.33),ERICKSON_REFRAMING_ABSURDITY (1.00); ERICKSON_REFRAMING_RELATIONSHIP (1.00)
FUTURE,ERICKSON_FUTURE_PACING_REINFORCEMENT,0.0004276561724794075,ERICKSON_DIRECT_SUGGESTION_LABELING (0.33); ERICKSON_MODELING_AND_CONTINUITY (0.33); ERICKSON_UTILIZATION_REFRAMING (0.33),ERICKSON_PRESUPPOSITION_OF_FAILURE (1.00); ERICKSON_RATIFICATION_AND_FUTURE_PACING (1.00)
FUTURE,ERICKSON_FUTURE_PACING_REPRIEVE,0.00014431065005317397,ERICKSON_RAPPORT_BUILDING (1.00),ERICKSON_INTERROGATIVE_SUGGESTION (0.05)
FUTURE,ERICKSON_FUTURE_PACING_SAFEGUARD,0.00014403500765677667,ERICKSON_AUTHORITY_QUOTATION (1.00),ERICKSON_POSTHYPNOTIC_SUGGESTION (0.11)
FUTURE,ERICKSON_FUTURE_PACING_TASK,0.00014287872268504013,ERICKSON_PATTERN_INTERRUPTION_AND_PRESUPPOSITION (1.00),ERICKSON_FUTURE_PACING (0.10)
FUTURE,ERICKSON_FUTURE_PACING_TIMING,0.0001428832318130124,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION (1.00),ERICKSON_IMPLIED_SUGGESTION (1.00)
FUTURE,ERICKSON_FUTURE_PACING_TRUISM,0.0007118545653239142,ERICKSON_ANECDOTE_UTILIZATION (0.20); ERICKSON_DIRECTIVE_CHALLENGE (0.20); ERICKSON_DIRECT_CHALLENGE (0.20),ERICKSON_BUFFER_BOUNDARY (1.00); ERICKSON_DIRECT_PACING (0.50)
FUTURE,ERICKSON_FUTURE_PACING_UNCONSCIOUS_GUIDANCE,0.0001429074156366766,ERICKSON_PACING_AND_VALIDATION (1.00),ERICKSON_PRESUPPOSITION_SEARCH (1.00)
FUTURE,ERICKSON_FUTURE_PACING_UTILIZATION,0.00042436721747084346,ERICKSON_AMNESIA_UTILIZATION (0.33); ERICKSON_EARLY_LEARNING_REGRESSION (0.33); ERICKSON_FUTURE_PACING_AND_DISSOCIATIVE_TASK (0.33),ERICKSON_UTILIZATION_CONTRADICTION (1.00); ERICKSON_TEMPORAL_AMBIGUITY (0.50)
FUTURE,ERICKSON_FUTURE_PRESUPPOSITION,0.0002857759995572179,ERICKSON_DOUBLE_BIND_FUTURE_PACING (0.50); ERICKSON_TAUTOLOGICAL_TRUISM (0.50),ERICKSON_NOT_KNOWING (0.33); ERICKSON_PRESUPPOSITION_OF_CHANGE (0.20)
FUTURE,ERICKSON_FUTURE_PROJECTION,0.0001430950887481064,ERICKSON_INDIRECT_SUGGESTION (1.00),ERICKSON_TIME_DISTORTION (0.06)
GENERALIZATION,ERICKSON_GENERALIZATION_COMMAND,0.00014212822608883737,ERICKSON_INTERROGATIVE_FIXATION (1.00),ERICKSON_DOUBLE_BIND_DISTRACTION (1.00)
GENERALIZATION,ERICKSON_GENERALIZATION_STORY,0.00014273365988775021,ERICKSON_PRESUPPOSITION_SEARCH (1.00),ERICKSON_FUTURE_PACING_LINKAGE (1.00)
GENERALIZATION,ERICKSON_GENERALIZATION_TAG_QUESTION,0.00015808842768896258,ERICKSON_UTILIZATION_REFRAMING (1.00),ERICKSON_AMNESIA_UTILIZATION (0.09)
GENERAL,ERICKSON_GENERAL_SPECIFIC_AMBIGUITY,0.00014637826989325354,ERICKSON_AGE_PROGRESSION (1.00),ERICKSON_PATIENT_DEFINITION (1.00)
GEOMETRICAL,ERICKSON_GEOMETRICAL_PROGRESSION,0.00014272659033761186,ERICKSON_TRUISM_POSSIBILITY (1.00),ERICKSON_BALANCING_WRONGS (1.00)
GOAL,ERICKSON_GOAL_ORIENTATION,0.0001428013078295155,ERICKSON_PACING_AND_VALIDATION (1.00),ERICKSON_PACING_AND_VALIDATION (0.01)
GRADUALISM,ERICKSON_GRADUALISM_PACING,0.0001421178918631338,ERICKSON_PRESUPPOSITION_CONFIRMATION (1.00),ERICKSON_PACING_LEADING (0.05)
GRADUAL,ERICKSON_GRADUAL_APPROXIMATION,0.0001377269809014818,ERICKSON_ANECDOTE_GROWTH (1.00),ERICKSON_REFRAMING_GOAL (0.50)
GROUNDING,ERICKSON_GROUNDING_COMMAND,0.0001426445398090772,ERICKSON_DIRECT_INQUIRY_FOR_REGRESSION (1.00),ERICKSON_ENVIRONMENTAL_CHECK (1.00)
GROUP,ERICKSON_GROUP_INDUCTION_FUTURE_PACING,0.0001419839605103489,ERICKSON_UTILIZATION_SATIATION (1.00),ERICKSON_OBSERVATIONAL_UTILIZATION (0.25)
GUIDED,ERICKSON_GUIDED_IMAGERY,0.00014246014170839433,ERICKSON_UTILIZATION_AND_TAG_QUESTION (1.00),ERICKSON_PACING_AND_LEADING (0.04)
GUIDED,ERICKSON_GUIDED_IMAGERY_SPECIFICATION,0.00014230081835417722,ERICKSON_VISUALIZATION_DEEPENING (1.00),ERICKSON_LITERALISM_TEST (0.50)
HALLUCINATION,ERICKSON_HALLUCINATION_ENGAGEMENT,0.00013955980974077452,ERICKSON_UTILIZATION_CHARACTER (1.00),ERICKSON_HALLUCINATION_VALIDATION (1.00)
HALLUCINATION,ERICKSON_HALLUCINATION_SUGGESTION,0.00014255600400551256,ERICKSON_UTILIZATION_PACING (1.00),ERICKSON_CONFUSION_UTILIZATION (0.14)
HALLUCINATION,ERICKSON_HALLUCINATION_VALIDATION,0.0001394749411663457,ERICKSON_HALLUCINATION_ENGAGEMENT (1.00),ERICKSON_VISUAL_HALLUCINATION_INDUCTION (1.00)
HANDSHAKE,ERICKSON_HANDSHAKE_INDUCTION_REVIVIFICATION,0.0001426575579727853,ERICKSON_UTILIZATION_CATALEPSY (1.00),ERICKSON_UTILIZATION_OF_REGRESSION (1.00)
HAND,ERICKSON_HAND_LEVITATION,0.00014306486204409896,ERICKSON_LINKAGE_CATALEPSY (1.00),ERICKSON_ANALOGY_UTILIZATION (0.08)
HAND,ERICKSON_HAND_LEVITATION_DISSOCIATION,0.0001393514407536889,ERICKSON_DEMONSTRATION_UTILIZATION (1.00),ERICKSON_OBSERVATION_UTILIZATION (0.09)
HAND,ERICKSON_HAND_LEVITATION_INDUCTION,0.00014394168364596153,ERICKSON_YES_SET (1.00),ERICKSON_EYE_FIXATION_INDUCTION (1.00)
HAND,ERICKSON_HAND_LEVITATION_PACE_LEAD,0.0001421473104916662,ERICKSON_UNCONSCIOUS_DYNAMICS (1.00),ERICKSON_IDEOMOTOR_DISSOCIATION (0.06)
HIGH,ERICKSON_HIGH_STAKES_NEGOTIATION,0.0001417648414383914,ERICKSON_STRATEGIC_REFRAMING (1.00),ERICKSON_REFRAMING (0.03)
HUMANIZING,ERICKSON_HUMANIZING_ANECDOTE,0.00014163193751205424,ERICKSON_PARADOXICAL_TASK (1.00),ERICKSON_PACING_REFLECTION (1.00)
HUMILITY,ERICKSON_HUMILITY_AND_CURIOSITY,0.0001426933453039635,ERICKSON_REFRAMING_SOCIAL_GESTURE (1.00),ERICKSON_UNCONSCIOUS_PERCEPTION (1.00)
HUMILITY,ERICKSON_HUMILITY_BYPASS,0.00014314792167404247,ERICKSON_PACING_AND_VALIDATION (1.00),ERICKSON_MINIMALISM (0.25)
HUMILITY,ERICKSON_HUMILITY_CONTRAST,0.00014114000810411806,ERICKSON_UNCONSCIOUS_TRUST (1.00),ERICKSON_PSEUDO_CHOICE_TIME (1.00)
HUMOROUS,ERICKSON_HUMOROUS_PRAGMATISM,0.00014253018412107015,ERICKSON_PATTERN_INTERRUPT (1.00),ERICKSON_INTERNAL_SEARCH_INQUIRY (1.00)
HUMOROUS,ERICKSON_HUMOROUS_REFRAME,0.00014538871909920101,ERICKSON_PHONOLOGICAL_AMBIGUITY (1.00),ERICKSON_INTERROGATIVE_BRIDGE (1.00)
HUMOROUS,ERICKSON_HUMOROUS_REFRAMING,0.00014015990948967912,ERICKSON_UTILIZATION_FATIGUE (1.00),ERICKSON_UNCONSCIOUS_ALLIANCE (1.00)
HUMOR,ERICKSON_HUMOR_ANECDOTE,0.00014197288235881457,ERICKSON_DOUBLE_BIND_ANALYSIS (1.00),ERICKSON_UTILIZATION_ANALOGY (0.25)
HUMOR,ERICKSON_HUMOR_META_COMMENTARY,0.000141838705839859,ERICKSON_RAPPORT_DIRECT_INDIRECT_MIX (1.00),ERICKSON_HUMOR_WORDPLAY (1.00)
HUMOR,ERICKSON_HUMOR_PARADOX,0.0001425096824334962,ERICKSON_DIRECT_DIRECTIVE (1.00),ERICKSON_TRUISM_RESPONSIBILITY (1.00)
HUMOR,ERICKSON_HUMOR_UTILIZATION,0.00028324207607772475,ERICKSON_ELICITATION (0.50); ERICKSON_IDENTIFICATION_AND_TAG_QUESTION (0.50),ERICKSON_SHOCK_CONFUSION (1.00); ERICKSON_MINIMALIST_INQUIRY (0.50)
HUMOR,ERICKSON_HUMOR_WORDPLAY,0.0001417524514379191,ERICKSON_HUMOR_META_COMMENTARY (1.00),ERICKSON_LINGUISTIC_AMBIGUITY (0.20)
HYPERMNESIA,ERICKSON_HYPERMNESIA_SUGGESTION,0.00014287872268504013,ERICKSON_PSYCHOGENIC_REINFORCEMENT (1.00),ERICKSON_FUTURE_PACING (0.10)
HYPNOTIC,ERICKSON_HYPNOTIC_RECALL_REGRESSION,0.00013953769458223745,ERICKSON_TRUISM_UTILIZATION (1.00),ERICKSON_REFRAMING_AND_RAPPORT (1.00)
HYPOPHORA,ERICKSON_HYPOPHORA_OBSERVATION,0.00014178844870898756,ERICKSON_UTILIZATION_AND_PACING (1.00),ERICKSON_AGE_REGRESSION_ANCHOR (0.33)
HYPOTHETICAL,ERICKSON_HYPOTHETICAL_CHALLENGE,0.0001415458088459862,ERICKSON_YES_SET_TRANSITION (1.00),ERICKSON_UTILIZATION_CLARIFICATION (0.25)
IDENTIFICATION,ERICKSON_IDENTIFICATION_AND_TAG_QUESTION,0.0001417072124799421,ERICKSON_RATIFICATION_AND_FUTURE_PACING (1.00),ERICKSON_HUMOR_UTILIZATION (0.50)
IDENTIFICATION,ERICKSON_IDENTIFICATION_STORY,0.00014298917071842442,ERICKSON_DISSOCIATIVE_WRITING (1.00),ERICKSON_PARADOXICAL_INQUIRY (0.50)
IDENTITY,ERICKSON_IDENTITY_REFRAME,0.0001424102503788809,ERICKSON_INTERROGATIVE_TDS (1.00),ERICKSON_REGRESSION_UTILIZATION (0.50)
IDENTITY,ERICKSON_IDENTITY_REFRAMING,0.00014262683274298668,ERICKSON_REFRAMING_AND_IDENTITY (1.00),ERICKSON_REFRAMING_IDENTITY (0.33)
IDEODYNAMIC,ERICKSON_IDEODYNAMIC_CONTROL,9.392438472605205e-05,ERICKSON_CHALLENGE_UTILIZATION (1.00),ERICKSON_AUTHORITATIVE_FRAMING (1.00)
